icd11_code,icd11_title,icd11_uri,browser_link,pool_tier
ME93.0,Segmental and somatic dysfunction,http://id.who.int/icd/entity/1652981832,https://icd.who.int/browse/2025-01/mms/en#1652981832,B
ME93.1,Subluxation stenosis of neural canal,http://id.who.int/icd/entity/1935678755,https://icd.who.int/browse/2025-01/mms/en#1935678755,B
ME93.2,Osseous stenosis of neural canal,http://id.who.int/icd/entity/371970231,https://icd.who.int/browse/2025-01/mms/en#371970231,B
ME93.3,Connective tissue stenosis of neural canal,http://id.who.int/icd/entity/1707426595,https://icd.who.int/browse/2025-01/mms/en#1707426595,B
ME93.40,"Intervertebral disc stenosis of neural canal, head region",http://id.who.int/icd/entity/537438973,https://icd.who.int/browse/2025-01/mms/en#537438973,B
ME93.41,"Intervertebral disc stenosis of neural canal, cervical region",http://id.who.int/icd/entity/1162045289,https://icd.who.int/browse/2025-01/mms/en#1162045289,B
ME93.42,"Intervertebral disc stenosis of neural canal, thoracic region",http://id.who.int/icd/entity/837695384,https://icd.who.int/browse/2025-01/mms/en#837695384,B
ME93.43,"Intervertebral disc stenosis of neural canal, lumbar region",http://id.who.int/icd/entity/1420163586,https://icd.who.int/browse/2025-01/mms/en#1420163586,B
ME93.44,"Intervertebral disc stenosis of neural canal, sacral region",http://id.who.int/icd/entity/659253654,https://icd.who.int/browse/2025-01/mms/en#659253654,B
ME93.5,Osseous and subluxation stenosis of intervertebral foramina,http://id.who.int/icd/entity/1948507722,https://icd.who.int/browse/2025-01/mms/en#1948507722,B
ME93.6,Connective tissue and disc stenosis of intervertebral foramina,http://id.who.int/icd/entity/292033500,https://icd.who.int/browse/2025-01/mms/en#292033500,B
MF30,Breast lump or mass female,http://id.who.int/icd/entity/961359349,https://icd.who.int/browse/2025-01/mms/en#961359349,B
MF31,Breast or lactation symptom or complaint,http://id.who.int/icd/entity/349281581,https://icd.who.int/browse/2025-01/mms/en#349281581,B
MF32,Menopausal symptom or complaint,http://id.who.int/icd/entity/1224852602,https://icd.who.int/browse/2025-01/mms/en#1224852602,B
MF33,Premenstrual symptom or complaint,http://id.who.int/icd/entity/1388194024,https://icd.who.int/browse/2025-01/mms/en#1388194024,B
MF34,Pregnancy symptom or complaint,http://id.who.int/icd/entity/119586226,https://icd.who.int/browse/2025-01/mms/en#119586226,B
MF35,Postpartum symptom or complaint,http://id.who.int/icd/entity/651708716,https://icd.who.int/browse/2025-01/mms/en#651708716,B
MF36,Other symptom or complaint of vagina,http://id.who.int/icd/entity/1095698549,https://icd.who.int/browse/2025-01/mms/en#1095698549,B
MF37,Symptom or complaint of female nipple,http://id.who.int/icd/entity/284890466,https://icd.who.int/browse/2025-01/mms/en#284890466,B
MF38,Symptom or complaint of female pelvis,http://id.who.int/icd/entity/249433227,https://icd.who.int/browse/2025-01/mms/en#249433227,B
MF39,Symptom or complaint of the vulva,http://id.who.int/icd/entity/198224539,https://icd.who.int/browse/2025-01/mms/en#198224539,B
MF3A,Vaginal discharge,http://id.who.int/icd/entity/2123556104,https://icd.who.int/browse/2025-01/mms/en#2123556104,B
MF40.00,Pain in penis,http://id.who.int/icd/entity/176864342,https://icd.who.int/browse/2025-01/mms/en#176864342,B
MF40.1,Problems of the prostate,http://id.who.int/icd/entity/2072779926,https://icd.who.int/browse/2025-01/mms/en#2072779926,B
MF40.20,Acute scrotal pain,http://id.who.int/icd/entity/961335766,https://icd.who.int/browse/2025-01/mms/en#961335766,B
MF40.21,Testicular pain,http://id.who.int/icd/entity/1149252262,https://icd.who.int/browse/2025-01/mms/en#1149252262,B
MF40.3,Retrograde ejaculation,http://id.who.int/icd/entity/988651013,https://icd.who.int/browse/2025-01/mms/en#988651013,B
MF41,Symptom or complaint of male sexual function,http://id.who.int/icd/entity/1458214967,https://icd.who.int/browse/2025-01/mms/en#1458214967,B
MF42,Retractile testis migrans,http://id.who.int/icd/entity/322471536,https://icd.who.int/browse/2025-01/mms/en#322471536,B
MF50.0,Frequent micturition,http://id.who.int/icd/entity/403610249,https://icd.who.int/browse/2025-01/mms/en#403610249,B
MF50.1,Pollakiuria,http://id.who.int/icd/entity/1684227885,https://icd.who.int/browse/2025-01/mms/en#1684227885,B
MF50.20,Stress incontinence,http://id.who.int/icd/entity/444605491,https://icd.who.int/browse/2025-01/mms/en#444605491,B
MF50.21,Urge Incontinence,http://id.who.int/icd/entity/1342466282,https://icd.who.int/browse/2025-01/mms/en#1342466282,B
MF50.22,Mixed incontinence,http://id.who.int/icd/entity/411472164,https://icd.who.int/browse/2025-01/mms/en#411472164,B
MF50.23,Functional urinary incontinence,http://id.who.int/icd/entity/1140964489,https://icd.who.int/browse/2025-01/mms/en#1140964489,B
MF50.24,Reflex incontinence,http://id.who.int/icd/entity/138852207,https://icd.who.int/browse/2025-01/mms/en#138852207,B
MF50.3,Retention of urine,http://id.who.int/icd/entity/1775034842,https://icd.who.int/browse/2025-01/mms/en#1775034842,B
MF50.40,Macroscopic haematuria,http://id.who.int/icd/entity/839024767,https://icd.who.int/browse/2025-01/mms/en#839024767,B
MF50.41,Microscopic haematuria,http://id.who.int/icd/entity/978078836,https://icd.who.int/browse/2025-01/mms/en#978078836,B
MF50.5,Extravasation of urine,http://id.who.int/icd/entity/1201119570,https://icd.who.int/browse/2025-01/mms/en#1201119570,B
MF50.60,Hesitancy of micturition,http://id.who.int/icd/entity/1323766251,https://icd.who.int/browse/2025-01/mms/en#1323766251,B
MF50.61,Poor urinary stream,http://id.who.int/icd/entity/246655356,https://icd.who.int/browse/2025-01/mms/en#246655356,B
MF50.62,Splitting of urinary stream,http://id.who.int/icd/entity/735659214,https://icd.who.int/browse/2025-01/mms/en#735659214,B
MF50.63,Urgency of urination,http://id.who.int/icd/entity/2063029245,https://icd.who.int/browse/2025-01/mms/en#2063029245,B
MF50.64,Feeling of incomplete bladder emptying,http://id.who.int/icd/entity/1085073291,https://icd.who.int/browse/2025-01/mms/en#1085073291,B
MF50.65,Straining to void,http://id.who.int/icd/entity/1042185558,https://icd.who.int/browse/2025-01/mms/en#1042185558,B
MF50.7,Dysuria,http://id.who.int/icd/entity/781372207,https://icd.who.int/browse/2025-01/mms/en#781372207,B
MF50.8,Vesical tenesmus,http://id.who.int/icd/entity/1272514235,https://icd.who.int/browse/2025-01/mms/en#1272514235,B
MF51,Anuria or oliguria,http://id.who.int/icd/entity/438465102,https://icd.who.int/browse/2025-01/mms/en#438465102,B
MF52,Bladder pain,http://id.who.int/icd/entity/615316952,https://icd.who.int/browse/2025-01/mms/en#615316952,B
MF53,Extrarenal uraemia,http://id.who.int/icd/entity/1450261561,https://icd.who.int/browse/2025-01/mms/en#1450261561,B
MF54.0,Smooth contracted kidney,http://id.who.int/icd/entity/117862072,https://icd.who.int/browse/2025-01/mms/en#117862072,B
MF54.1,Irregularly contracted kidney,http://id.who.int/icd/entity/1697216126,https://icd.who.int/browse/2025-01/mms/en#1697216126,B
MF54.2,Small kidney,http://id.who.int/icd/entity/1649255214,https://icd.who.int/browse/2025-01/mms/en#1649255214,B
MF55,Polyuria,http://id.who.int/icd/entity/2137636828,https://icd.who.int/browse/2025-01/mms/en#2137636828,B
MF56,Renal colic,http://id.who.int/icd/entity/821552851,https://icd.who.int/browse/2025-01/mms/en#821552851,B
MF57,Symptom or complaint of bladder,http://id.who.int/icd/entity/983950059,https://icd.who.int/browse/2025-01/mms/en#983950059,B
MF58,Urethral discharge,http://id.who.int/icd/entity/197455653,https://icd.who.int/browse/2025-01/mms/en#197455653,B
MF59,Urinary symptom or complaint,http://id.who.int/icd/entity/873135456,https://icd.who.int/browse/2025-01/mms/en#873135456,B
MF60,Abnormal level of enzymes in specimens from female genital organs,http://id.who.int/icd/entity/1525365068,https://icd.who.int/browse/2025-01/mms/en#1525365068,B
MF61,Abnormal level of hormones in specimens from female genital organs,http://id.who.int/icd/entity/1067513054,https://icd.who.int/browse/2025-01/mms/en#1067513054,B
MF62,"Abnormal level of drugs, medicaments and biological substances in specimens from female genital organs",http://id.who.int/icd/entity/1259185185,https://icd.who.int/browse/2025-01/mms/en#1259185185,B
MF63,Abnormal level of substances chiefly nonmedicinal as to source in specimens from female genital organs,http://id.who.int/icd/entity/776366517,https://icd.who.int/browse/2025-01/mms/en#776366517,B
MF64,Abnormal immunological findings in specimens from female genital organs,http://id.who.int/icd/entity/1571355169,https://icd.who.int/browse/2025-01/mms/en#1571355169,B
MF65,Abnormal microbiological findings in specimens from female genital organs,http://id.who.int/icd/entity/954415029,https://icd.who.int/browse/2025-01/mms/en#954415029,B
MF66.0,Abnormal cervix smear,http://id.who.int/icd/entity/1322223068,https://icd.who.int/browse/2025-01/mms/en#1322223068,B
MF67,Abnormal histological findings in specimens from female genital organs,http://id.who.int/icd/entity/688237280,https://icd.who.int/browse/2025-01/mms/en#688237280,B
MF68,Abnormal chromosomal findings in specimens from female genital organs,http://id.who.int/icd/entity/134457129,https://icd.who.int/browse/2025-01/mms/en#134457129,B
MF70,Abnormal level of enzymes in specimens from male genital organs,http://id.who.int/icd/entity/1175712203,https://icd.who.int/browse/2025-01/mms/en#1175712203,B
MF71,Abnormal level of hormones in specimens from male genital organs,http://id.who.int/icd/entity/592985183,https://icd.who.int/browse/2025-01/mms/en#592985183,B
MF72,"Abnormal level of drugs, medicaments and biological substances in specimens from male genital organs",http://id.who.int/icd/entity/1475701922,https://icd.who.int/browse/2025-01/mms/en#1475701922,B
MF73,Abnormal level of substances chiefly nonmedicinal as to source in specimens from male genital organs,http://id.who.int/icd/entity/851353908,https://icd.who.int/browse/2025-01/mms/en#851353908,B
MF74,Abnormal immunological findings in specimens from male genital organs,http://id.who.int/icd/entity/1095774880,https://icd.who.int/browse/2025-01/mms/en#1095774880,B
MF75,Abnormal microbiological findings in specimens from male genital organs,http://id.who.int/icd/entity/605814582,https://icd.who.int/browse/2025-01/mms/en#605814582,B
MF76,Abnormal cytological findings in specimens from male genital organs,http://id.who.int/icd/entity/1354149835,https://icd.who.int/browse/2025-01/mms/en#1354149835,B
MF77,Abnormal histological findings in specimens from male genital organs,http://id.who.int/icd/entity/905798239,https://icd.who.int/browse/2025-01/mms/en#905798239,B
MF78,Abnormal chromosomal findings in specimens from male genital organs,http://id.who.int/icd/entity/470773651,https://icd.who.int/browse/2025-01/mms/en#470773651,B
MF80,Diffuse mesangial sclerosis,http://id.who.int/icd/entity/84161233,https://icd.who.int/browse/2025-01/mms/en#84161233,B
MF81,Fibronectin glomerulopathy,http://id.who.int/icd/entity/1877494378,https://icd.who.int/browse/2025-01/mms/en#1877494378,B
MF82,Lipoprotein glomerulopathy,http://id.who.int/icd/entity/69778702,https://icd.who.int/browse/2025-01/mms/en#69778702,B
MF83,Diabetic glomerular changes,http://id.who.int/icd/entity/923657942,https://icd.who.int/browse/2025-01/mms/en#923657942,B
MF84,Pauci-immune proliferative glomerulonephritis,http://id.who.int/icd/entity/1359757645,https://icd.who.int/browse/2025-01/mms/en#1359757645,B
MF85,Anti-glomerular basement membrane antibody mediated disease,http://id.who.int/icd/entity/591736785,https://icd.who.int/browse/2025-01/mms/en#591736785,B
MF90,Acetonuria,http://id.who.int/icd/entity/2075059166,https://icd.who.int/browse/2025-01/mms/en#2075059166,B
MF91,Bilirubinuria,http://id.who.int/icd/entity/1829486048,https://icd.who.int/browse/2025-01/mms/en#1829486048,B
MF92,Chyluria,http://id.who.int/icd/entity/2095915189,https://icd.who.int/browse/2025-01/mms/en#2095915189,B
MF93,Glycosuria,http://id.who.int/icd/entity/1406987921,https://icd.who.int/browse/2025-01/mms/en#1406987921,B
MF94,Haemoglobinuria,http://id.who.int/icd/entity/138440778,https://icd.who.int/browse/2025-01/mms/en#138440778,B
MF95,Myoglobinuria,http://id.who.int/icd/entity/430370081,https://icd.who.int/browse/2025-01/mms/en#430370081,B
MF96.0,Orthostatic proteinuria,http://id.who.int/icd/entity/2144070055,https://icd.who.int/browse/2025-01/mms/en#2144070055,B
MF96.1,Bence Jones proteinuria,http://id.who.int/icd/entity/696187905,https://icd.who.int/browse/2025-01/mms/en#696187905,B
MF97,Pyuria,http://id.who.int/icd/entity/2000630356,https://icd.who.int/browse/2025-01/mms/en#2000630356,B
MF98.0,Hypercalciuria,http://id.who.int/icd/entity/1256480681,https://icd.who.int/browse/2025-01/mms/en#1256480681,B
MF98.1,Hyperkaluria,http://id.who.int/icd/entity/2039492057,https://icd.who.int/browse/2025-01/mms/en#2039492057,B
MF98.2,Hypermagnesuria,http://id.who.int/icd/entity/1820384962,https://icd.who.int/browse/2025-01/mms/en#1820384962,B
MF98.3,Hypocalciuria,http://id.who.int/icd/entity/229495305,https://icd.who.int/browse/2025-01/mms/en#229495305,B
MF98.4,Hypokaluria,http://id.who.int/icd/entity/520968226,https://icd.who.int/browse/2025-01/mms/en#520968226,B
MF98.5,Hypomagnesuria,http://id.who.int/icd/entity/78820528,https://icd.who.int/browse/2025-01/mms/en#78820528,B
MF98.6,Hypophosphaturia,http://id.who.int/icd/entity/7990141,https://icd.who.int/browse/2025-01/mms/en#7990141,B
MF99,"Elevated urine levels of drugs, medicaments and biological substances",http://id.who.int/icd/entity/518336076,https://icd.who.int/browse/2025-01/mms/en#518336076,B
MF9A,Abnormal urine levels of substances chiefly nonmedicinal as to source,http://id.who.int/icd/entity/1783135925,https://icd.who.int/browse/2025-01/mms/en#1783135925,B
MF9B,Abnormal findings on microbiological examination of urine,http://id.who.int/icd/entity/251900705,https://icd.who.int/browse/2025-01/mms/en#251900705,B
MF9C,Abnormal findings on cytological and histological examination of urine,http://id.who.int/icd/entity/1919592035,https://icd.who.int/browse/2025-01/mms/en#1919592035,B
MG00,Clinical findings on diagnostic imaging of breast,http://id.who.int/icd/entity/1890907767,https://icd.who.int/browse/2025-01/mms/en#1890907767,B
MG01,Clinical findings on diagnostic imaging of urinary organs,http://id.who.int/icd/entity/2001471600,https://icd.who.int/browse/2025-01/mms/en#2001471600,B
MG02,Results of kidney function studies,http://id.who.int/icd/entity/1278572846,https://icd.who.int/browse/2025-01/mms/en#1278572846,B
MG20.0,Malignant cachexia,http://id.who.int/icd/entity/1976188786,https://icd.who.int/browse/2025-01/mms/en#1976188786,B
MG21,Chills,http://id.who.int/icd/entity/1495646237,https://icd.who.int/browse/2025-01/mms/en#1495646237,B
MG22,Fatigue,http://id.who.int/icd/entity/1109546957,https://icd.who.int/browse/2025-01/mms/en#1109546957,B
MG23,Fear of death or dying,http://id.who.int/icd/entity/1395867488,https://icd.who.int/browse/2025-01/mms/en#1395867488,B
MG24.00,Fear of cancer of digestive system,http://id.who.int/icd/entity/173408598,https://icd.who.int/browse/2025-01/mms/en#173408598,B
MG24.01,Fear of breast cancer female,http://id.who.int/icd/entity/434402267,https://icd.who.int/browse/2025-01/mms/en#434402267,B
MG24.02,Fear of genital cancer male,http://id.who.int/icd/entity/2028788114,https://icd.who.int/browse/2025-01/mms/en#2028788114,B
MG24.1,Fear of human immunodeficiency virus,http://id.who.int/icd/entity/785993890,https://icd.who.int/browse/2025-01/mms/en#785993890,B
MG24.2,Fear of haematological disease,http://id.who.int/icd/entity/588081624,https://icd.who.int/browse/2025-01/mms/en#588081624,B
MG24.3,Fear of digestive disease,http://id.who.int/icd/entity/1036329000,https://icd.who.int/browse/2025-01/mms/en#1036329000,B
MG24.4,Fear of eye disease,http://id.who.int/icd/entity/1696392323,https://icd.who.int/browse/2025-01/mms/en#1696392323,B
MG24.5,Fear of heart disease,http://id.who.int/icd/entity/1334495976,https://icd.who.int/browse/2025-01/mms/en#1334495976,B
MG24.6,Fear of hypertension,http://id.who.int/icd/entity/1884759957,https://icd.who.int/browse/2025-01/mms/en#1884759957,B
MG24.7,Fear of cardiovascular disease,http://id.who.int/icd/entity/1204029163,https://icd.who.int/browse/2025-01/mms/en#1204029163,B
MG24.8,Fear of musculoskeletal disease,http://id.who.int/icd/entity/150667282,https://icd.who.int/browse/2025-01/mms/en#150667282,B
MG24.9,Fear of neurological disease,http://id.who.int/icd/entity/1895376276,https://icd.who.int/browse/2025-01/mms/en#1895376276,B
MG24.A,Fear of respiratory disease,http://id.who.int/icd/entity/683609643,https://icd.who.int/browse/2025-01/mms/en#683609643,B
MG24.B,"Fear of endocrine, metabolic or nutritional disease",http://id.who.int/icd/entity/1092141037,https://icd.who.int/browse/2025-01/mms/en#1092141037,B
MG24.C,Fear of urinary disease,http://id.who.int/icd/entity/800395762,https://icd.who.int/browse/2025-01/mms/en#800395762,B
MG24.D,Fear of complications of pregnancy,http://id.who.int/icd/entity/183796932,https://icd.who.int/browse/2025-01/mms/en#183796932,B
MG24.E,Fear of sexually transmitted disease female,http://id.who.int/icd/entity/716967274,https://icd.who.int/browse/2025-01/mms/en#716967274,B
MG24.F,Fear of female genital or breast disease,http://id.who.int/icd/entity/779571877,https://icd.who.int/browse/2025-01/mms/en#779571877,B
MG24.G,Fear of sexually transmitted disease male,http://id.who.int/icd/entity/1364910341,https://icd.who.int/browse/2025-01/mms/en#1364910341,B
MG24.H,Fear of genital disease male,http://id.who.int/icd/entity/1256525205,https://icd.who.int/browse/2025-01/mms/en#1256525205,B
MG24.J,Fear of mental disorder,http://id.who.int/icd/entity/1787333796,https://icd.who.int/browse/2025-01/mms/en#1787333796,B
MG24.Y,Fear of other specified disease,,,B
MG25,Feeling ill,http://id.who.int/icd/entity/1841264793,https://icd.who.int/browse/2025-01/mms/en#1841264793,B
MG26,Fever of other or unknown origin,http://id.who.int/icd/entity/915343154,https://icd.who.int/browse/2025-01/mms/en#915343154,B
MG27,"Haemorrhage, not elsewhere classified",http://id.who.int/icd/entity/940081636,https://icd.who.int/browse/2025-01/mms/en#940081636,B
MG28,"Hypothermia, not associated with low environmental temperature",http://id.who.int/icd/entity/186500648,https://icd.who.int/browse/2025-01/mms/en#186500648,B
MG29.00,Ankle oedema,http://id.who.int/icd/entity/2061373715,https://icd.who.int/browse/2025-01/mms/en#2061373715,B
MG29.01,Oedema of legs,http://id.who.int/icd/entity/243933420,https://icd.who.int/browse/2025-01/mms/en#243933420,B
MG29.02,Pitting of lip,http://id.who.int/icd/entity/13704120,https://icd.who.int/browse/2025-01/mms/en#13704120,B
MG29.10,Oedema due to increased capillary pressure,http://id.who.int/icd/entity/635930769,https://icd.who.int/browse/2025-01/mms/en#635930769,B
MG29.2,Infectious oedema,http://id.who.int/icd/entity/818655954,https://icd.who.int/browse/2025-01/mms/en#818655954,B
MG29.3,Pitting oedema,http://id.who.int/icd/entity/1348892793,https://icd.who.int/browse/2025-01/mms/en#1348892793,B
MG2A,Ageing associated decline in intrinsic capacity,http://id.who.int/icd/entity/835503193,https://icd.who.int/browse/2025-01/mms/en#835503193,B
MG30.00,Chronic primary visceral pain,http://id.who.int/icd/entity/679352876,https://icd.who.int/browse/2025-01/mms/en#679352876,B
MG30.01,Chronic widespread pain,http://id.who.int/icd/entity/849253504,https://icd.who.int/browse/2025-01/mms/en#849253504,B
MG30.02,Chronic primary musculoskeletal pain,http://id.who.int/icd/entity/1236923870,https://icd.who.int/browse/2025-01/mms/en#1236923870,B
MG30.03,Chronic primary headache or orofacial pain,http://id.who.int/icd/entity/2104869000,https://icd.who.int/browse/2025-01/mms/en#2104869000,B
MG30.04,Complex regional pain syndrome,http://id.who.int/icd/entity/1834504950,https://icd.who.int/browse/2025-01/mms/en#1834504950,B
MG30.10,Chronic cancer pain,http://id.who.int/icd/entity/322466810,https://icd.who.int/browse/2025-01/mms/en#322466810,B
MG30.11,Chronic post cancer treatment pain,http://id.who.int/icd/entity/1640181609,https://icd.who.int/browse/2025-01/mms/en#1640181609,B
MG30.20,Chronic post traumatic pain,http://id.who.int/icd/entity/1034914433,https://icd.who.int/browse/2025-01/mms/en#1034914433,B
MG30.21,Chronic postsurgical pain,http://id.who.int/icd/entity/302680255,https://icd.who.int/browse/2025-01/mms/en#302680255,B
MG30.30,Chronic secondary musculoskeletal pain from persistent inflammation,http://id.who.int/icd/entity/390684604,https://icd.who.int/browse/2025-01/mms/en#390684604,B
MG30.31,Chronic secondary musculoskeletal pain associated with structural changes,http://id.who.int/icd/entity/1569734721,https://icd.who.int/browse/2025-01/mms/en#1569734721,B
MG30.32,Chronic secondary musculoskeletal pain due to disease of the nervous system,http://id.who.int/icd/entity/2019368323,https://icd.who.int/browse/2025-01/mms/en#2019368323,B
MG30.40,Chronic visceral pain from mechanical factors,http://id.who.int/icd/entity/1507624466,https://icd.who.int/browse/2025-01/mms/en#1507624466,B
MG30.41,Chronic visceral pain from vascular mechanisms,http://id.who.int/icd/entity/1119203708,https://icd.who.int/browse/2025-01/mms/en#1119203708,B
MG30.42,Chronic visceral pain from persistent inflammation,http://id.who.int/icd/entity/1290701352,https://icd.who.int/browse/2025-01/mms/en#1290701352,B
MG30.50,Chronic central neuropathic pain,http://id.who.int/icd/entity/1297540670,https://icd.who.int/browse/2025-01/mms/en#1297540670,B
MG30.51,Chronic peripheral neuropathic pain,http://id.who.int/icd/entity/425464783,https://icd.who.int/browse/2025-01/mms/en#425464783,B
MG30.61,Chronic dental pain,http://id.who.int/icd/entity/411578227,https://icd.who.int/browse/2025-01/mms/en#411578227,B
MG30.62,Chronic neuropathic orofacial pain,http://id.who.int/icd/entity/1027961521,https://icd.who.int/browse/2025-01/mms/en#1027961521,B
MG30.63,Headache or orofacial pain associated with chronic secondary temporomandibular disorders,http://id.who.int/icd/entity/1916173590,https://icd.who.int/browse/2025-01/mms/en#1916173590,B
MG30.64,Chronic headache or orofacial pain associated with disorders of homoeostasis or their nonpharmacological treatment,http://id.who.int/icd/entity/1839497823,https://icd.who.int/browse/2025-01/mms/en#1839497823,B
